rank_code	ncbi_id	name	mean_percent
S	1254	Pediococcus	0
S	1255	Pediococcus	0
S	1257021	Flammeovirgaceae	0
S	1259844	Pseudomonas	0
S	1260	Finegoldia	0
S	1261031	Nostoc	0
S	1261657	Murid	0
S	1262452	Streptomyces	0
S	1263550	Edwardsiella	0
S	126385	Providencia	0
S	1263979	Candidatus	0
S	1264	Ruminococcus	0
S	1265445	Chryseobacterium	0
S	1265601	Streptomyces	0
S	1267021	Frischella	0
S	1267766	Altererythrobacter	0
S	1267768	Brevirhabdus	0
S	1270	Micrococcus	0
S	1273132	Liberibacter	0
S	1273541	Pyrodictium	0
S	1273687	Mycobacterium	0
S	1274	Dermacoccus	0
S	1274631	Bradyrhizobium	0
S	1276	Kytococcus	0
S	1277350	Geobacter	0
S	1278212	Pseudoarcobacter	0
S	128	Isosphaera	0
S	1280	Staphylococcus	0
S	1280380	Synechococcus	0
S	1281	Staphylococcus	0
S	1281578	Acidiferrobacter	0
S	1282	Staphylococcus	0
S	1283	Staphylococcus	0
S	1283291	Pseudomonas	0
S	1284	Staphylococcus	0
S	1286	Staphylococcus	0
S	1287055	Brachyspira	0
S	128780	Stenotrophomonas	0
S	1288	Staphylococcus	0
S	1288494	Nitrosospira	0
S	1288970	Magnetospira	0
S	128944	Aerococcus	0
S	1290	Staphylococcus	0
S	1291540	Candidatus	0
S	1292	Staphylococcus	0
S	129338	Geobacillus	0
S	1294	Staphylococcus	0
S	1294143	Pseudomonas	0
S	1295	Staphylococcus	0
S	1295392	Photobacterium	0
S	1295609	Thermodesulfobacterium	0
S	1295642	Parageobacillus	0
S	1296	Staphylococcus	0
S	1296669	Aquabacterium	0
S	1297742	Myxococcus	0
S	129817	Pseudomonas	0
S	1298881	Idiomarinaceae	0
S	1299	Deinococcus	0
S	129921	Amycolatopsis	0
S	129958	Carboxydothermus	0
S	129985	Bacillus	0
S	1300914	Mucilaginibacter	0
S	1301915	Methanocaldococcus	0
S	1302	Streptococcus	0
S	1302659	Planococcus	0
S	1303	Streptococcus	0
S	1303590	Lactobacillus	0
S	1306274	Nostoc	0
S	1306519	Flavobacterium	0
S	1306787	Alcanivorax	0
S	1307	Streptococcus	0
S	1307761	Salinispira	0
S	1307763	Kiritimatiella	0
S	1307804	Escherichia	0
S	1307839	Salinivirga	0
S	1309	Streptococcus	0
S	1309411	Deinococcus	0
S	1310	Streptococcus	0
S	131110	Actinomyces	0
S	131112	Arcanobacterium	0
S	1312072	Polaribacter	0
S	1313	Streptococcus	0
S	1314	Streptococcus	0
S	131568	Kineococcus	0
S	1315974	Sphingobium	0
S	1316593	Capnocytophaga	0
S	1316596	Capnocytophaga	0
S	1316941	Archaeoglobus	0
S	1318743	Bartonella	0
S	132132	Desulfomicrobium	0
S	1324350	Acinetobacter	0
S	1324352	Chryseobacterium	0
S	1325564	Nitrospira	0
S	1326	Streptococcus	0
S	1327635	Sphingomonas	0
S	1327989	Serratia	0
S	1328	Streptococcus	0
S	132919	Rhodococcus	0
S	132920	Exiguobacterium	0
S	1330330	Kosmotoga	0
S	1331258	Bordetella	0
S	1331682	Brachybacterium	0
S	1331910	Thermogutta	0
S	1332080	Sphingobium	0
S	1332264	Tessaracoccus	0
S	1333523	Salinarchaeum	0
S	1333996	Variibacter	0
S	1334	Streptococcus	0
S	1334193	[Enterobacter]	0
S	133448	Citrobacter	0
S	133453	Caldilinea	0
S	1335	Streptococcus	0
S	1335048	Defluviimonas	0
S	133539	Nitrosococcus	0
S	1335746	Spiribacter	0
S	1335757	Spiribacter	0
S	1336	Streptococcus	0
S	1336794	Formosa	0
S	1336795	Formosa	0
S	1336796	Gillisia	0
S	1336802	Nonlabens	0
S	1336804	Polaribacter	0
S	1336806	Reinekea	0
S	1337936	Calothrix	0
S	1338	Streptococcus	0
S	133926	Olsenella	0
S	1340	Streptococcus	0
S	1340425	Geobacter	0
S	134287	secondary	0
S	1345	Streptococcus	0
S	134536	Paraburkholderia	0
S	134537	Paraburkholderia	0
S	1346	Streptococcus	0
S	134601	Mycolicibacterium	0
S	1346287	Halomonas	0
S	1348	Streptococcus	0
S	1348114	Pseudoalteromonas	0
S	134821	Ureaplasma	0
S	1348774	Croceicoccus	0
S	1349	Streptococcus	0
S	1349410	Pandoravirus	0
S	134962	Nocardia	0
S	1349819	Aureimonas	0
S	1351	Enterococcus	0
S	1354	Enterococcus	0
S	135487	Nocardia	0
S	1355015	Streptomyces	0
S	1355330	Flavobacterium	0
S	1355477	Bradyrhizobium	0
S	135569	Helicobacter	0
S	135577	Idiomarina	0
S	1356852	Hymenobacter	0
S	1357915	Arthrobacter	0
S	1357916	Sphingopyxis	0
S	136073	Dolichospermum	0
S	136094	Thermocrinis	0
S	1363	Lactococcus	0
S	1366	Lactococcus	0
S	136609	Leuconostoc	0
S	136857	Corynebacterium	0
S	13690	Sphingobium	0
S	1374	Planococcus	0
S	137591	Weissella	0
S	1376	Aerococcus	0
S	13769	Natrialba	0
S	1377	Aerococcus	0
S	1379159	Dyella	0
S	1379270	Gemmatimonas	0
S	1379702	Methanobacterium	0
S	1379870	Spirosoma	0
S	1379909	Rufibacter	0
S	1379910	Rufibacter	0
S	138072	Candidatus	0
S	1382	Atopobium	0
S	138336	Blastococcus	0
S	1383885	Flagellimonas	0
S	1384459	Methyloceanibacter	0
S	1385385	Streptococcus	0
S	1385592	Burkholderia	0
S	138563	Helicobacter	0
S	1385663	Hymenobacter	0
S	1385664	Hymenobacter	0
S	1387353	Paludisphaera	0
S	138853	Mesoplasma	0
S	1388755	Candidatus	0
S	1389004	Sulfitobacter	0
S	1389005	Sulfitobacter	0
S	1389011	Sulfitobacter	0
S	1389192	Cupriavidus	0
S	139	Borreliella	0
S	1390	Bacillus	0
S	139021	Dietzia	0
S	1390395	Sphingomonas	0
S	1391653	Vulgatibacter	0
S	1392	Bacillus	0
S	139208	Isoptericola	0
S	1392877	Pseudomonas	0
S	1393	Brevibacillus	0
S	1394	[Bacillus]	0
S	1394889	Thermosynechococcus	0
S	1396	Bacillus	0
S	1397108	Celeribacter	0
S	1398	Bacillus	0
S	1399115	Exiguobacterium	0
S	14	Dictyoglomus	0
S	140	Borrelia	0
S	1400053	Bacteroidales	0
S	1401	Paenibacillus	0
S	1402	Bacillus	0
S	1402135	Sulfitobacter	0
S	1402861	Bacillus	0
S	1404	Bacillus	0
S	1404244	Corynebacterium	0
S	1404367	Bradyrhizobium	0
S	1404768	Bradyrhizobium	0
S	1405	Bacillus	0
S	1406	Paenibacillus	0
S	1406512	Candidatus	0
S	1407071	Acinetobacter	0
S	1408	Bacillus	0
S	1408191	Corynebacterium	0
S	1408281	Endomicrobium	0
S	141	Borrelia	0
S	1410383	Candidatus	0
S	1410606	Candidatus	0
S	1411117	Actinomadura	0
S	1411621	Hymenobacter	0
S	1411902	Celeribacter	0
S	1413	Bacillus	0
S	141451	Oleiphilus	0
S	1415568	Marinobacter	0
S	1415657	Candidatus	0
S	1416614	Gloeobacter	0
S	1416627	Oceanisphaera	0
S	1416803	Bordetella	0
S	1416806	Bordetella	0
S	142058	Anaplasma	0
S	1420916	Marinobacter	0
S	1420917	Marinobacter	0
S	1421	Lysinibacillus	0
S	1422	Geobacillus	0
S	1423	Bacillus	0
S	1424294	Geosporobacter	0
S	1426	Parageobacillus	0
S	1427356	Hyphomicrobium	0
S	1427364	Candidatus	0
S	1428	Bacillus	0
S	142864	Cylindrospermum	0
S	142877	Desulfitobacterium	0
S	1429794	Pectobacterium	0
S	143	Borrelia	0
S	1432056	Mannheimia	0
S	143223	Salegentibacter	0
S	1432792	Methylocaldum	0
S	1433126	Mucinivorans	0
S	143361	Filifactor	0
S	143393	[Eubacterium]	0
S	1434072	Pseudomonas	0
S	1434100	Methanosarcina	0
S	1435069	Vibrio	0
S	1436290	Candidatus	0
S	1437360	Bradyrhizobium	0
S	1437453	Streptomyces	0
S	143813	Pseudomonas	0
S	144	Borrelia	0
S	1441095	Bacillus	0
S	1442136	Ectothiorhodospira	0
S	1444770	Xylella	0
S	1445505	Gynuella	0
S	1446467	Hymenobacter	0
S	1446794	Frondihabitans	0
S	1449	Amphibacillus	0
S	1450761	Aneurinibacillus	0
S	1452	Bacillus	0
S	145263	Methanothermobacter	0
S	1453352	Sediminicola	0
S	145458	Rathayibacter	0
S	1457141	Chlamydia	0
S	1457365	Bacteroidetes	0
S	1458307	Octadecabacter	0
S	1458425	Comamonadaceae	0
S	1458426	Comamonadaceae	0
S	1458461	Candidatus	0
S	1461582	Jeotgalicoccus	0
S	1462996	Paenibacillus	0
S	1463165	Klebsiella	0
S	1464	Paenibacillus	0
S	1465	Brevibacillus	0
S	1467	Bacillus	0
S	146786	Thermosynechococcus	0
S	146826	Halorhabdus	0
S	146827	Corynebacterium	0
S	146919	Salinibacter	0
S	146923	Streptomyces	0
S	146939	Azospira	0
S	1469502	Burkholderiales	0
S	1470176	Actinoalloteichus	0
S	1470434	Zhongshania	0
S	1471	Bacillus	0
S	1471761	Novibacillus	0
S	1472345	Basilea	0
S	147268	Thiomicrospira	0
S	1472767	Lentibacillus	0
S	1473	Virgibacillus	0
S	1476	Sporosarcina	0
S	147645	Paracoccus	0
S	1476577	Candidatus	0
S	1476886	Lactococcus	0
S	1476901	Nonlabens	0
S	147709	Carnobacterium	0
S	1478	Bacillus	0
S	1479	Bacillus	0
S	1479019	Methylobacterium	0
S	1482	Virgibacillus	0
S	1482074	Hartmannibacter	0
S	1484116	Hymenobacter	0
S	1484118	Hymenobacter	0
S	1484157	Pantoea	0
S	1484158	Pantoea	0
S	148447	Paraburkholderia	0
S	1484693	Rhodoferax	0
S	1486034	Lacinutrix	0
S	1486245	Gramella	0
S	1486262	Martelella	0
S	1486991	Candidatus	0
S	1488	Clostridium	0
S	148813	Sulfuricurvum	0
S	148814	Lactobacillus	0
S	1491	Clostridium	0
S	1492	Clostridium	0
S	1492737	Flavobacterium	0
S	1492898	Flavisolibacter	0
S	1493	Clostridium	0
S	1494	Clostridium	0
S	1494608	Arthrobacter	0
S	1495144	methanogenic	0
S	1495638	Streptomyces	0
S	1495769	Candidatus	0
S	1497	Clostridium	0
S	1498172	Escherichia	0
S	1499308	Paracoccus	0
S	1499686	Pseudomonas	0
S	1499973	Escherichia	0
S	1500254	Aneurinibacillus	0
S	1500687	Pseudomonas	0
S	1500843	Rhodococcus	0
S	1500960	Campylobacter	0
S	1501	Clostridium	0
S	150123	Plantibacter	0
S	1501268	Prochlorococcus	0
S	1503054	Burkholderia	0
S	1503055	Burkholderia	0
S	150396	Pseudomonas	0
S	1504	Clostridium	0
S	1504981	Halomonas	0
S	1505	Paeniclostridium	0
S	1505596	Blochmannia	0
S	1508224	Lucheng	0
S	150829	Treponema	0
S	1508404	Jeotgalibacillus	0
S	1508419	Thermotoga	0
S	1508420	Thermotoga	0
S	1509244	Candidatus	0
S	1510	Thermoclostridium	0
S	1510841	Parasaccharibacter	0
S	1511	Acetoanaerobium	0
S	1511761	Leuconostoc	0
S	1513	Clostridium	0
S	1513231	Haliotid	0
S	1514105	Erysipelothrix	0
S	1515	Hungateiclostridium	0
S	1515612	Sphingopyxis	0
S	1517	Thermoanaerobacterium	0
S	151895	Pseudopedobacter	0
S	1519	Clostridium	0
S	1520	Clostridium	0
S	1520670	[Mycobacterium]	0
S	1521	Ruminiclostridium	0
S	152260	Chloroflexus	0
S	1522671	Dehalococcoides	0
S	152297	Pseudoalteromonas	0
S	152331	Lactobacillus	0
S	152480	Burkholderia	0
S	1525	Moorella	0
S	152500	Burkholderia	0
S	1526571	Lacimicrobium	0
S	1526658	Bosea	0
S	152682	Sphingomonas	0
S	1526927	Planococcus	0
S	152794	Corynebacterium	0
S	1528098	Rickettsiales	0
S	1528099	Lawsonella	0
S	1529068	Paracoccus	0
S	1531429	Coriobacteriaceae	0
S	1532	Blautia	0
S	1532555	Brevundimonas	0
S	1532905	Paenibacillus	0
S	1534	Clostridium	0
S	1534110	Pseudomonas	0
S	1534743	Vibrio	0
S	153496	Kozakia	0
S	1535768	Streptomyces	0
S	1536769	Paenibacillus	0
S	1536770	Paenibacillus	0
S	1536771	Paenibacillus	0
S	1536772	Paenibacillus	0
S	1536773	Paenibacillus	0
S	1536774	Paenibacillus	0
S	1536775	Paenibacillus	0
S	1538	Clostridium	0
S	1538553	Methylomonas	0
S	1538644	Sphingobacterium	0
S	1539298	Treponema	0
S	153948	Nitrosomonas	0
S	154	Spirochaeta	0
S	1540872	Candidatus	0
S	1541959	Candidatus	0
S	1542	Clostridium	0
S	1542390	Francisella	0
S	1543201	Salmonella	0
S	1543721	Sedimenticola	0
S	1545702	Lactobacillus	0
S	1545728	Mycobacterium	0
S	1545835	Marinitoga	0
S	1546149	Diaphorobacter	0
S	1547283	Bacillus	0
S	1547445	Francisella	0
S	1547898	Haloplanus	0
S	1548	Clostridium	0
S	1548547	Woeseia	0
S	1548548	Bradymonas	0
S	1549855	Haematospirillum	0
S	1549858	Sphingomonas	0
S	1550240	Thermoanaerobacterium	0
S	1550579	Mucilaginibacter	0
S	1550728	Blastomonas	0
S	155077	Cellvibrio	0
S	155085	Staphylococcus	0
S	155194	Bartonella	0
S	1555112	Limnochorda	0
S	1556	Gottschalkia	0
S	155863	Methanothermococcus	0
S	155866	Weissella	0
S	155892	Caulobacter	0
S	155978	Acaryochloris	0
S	1560313	Lactococcus	0
S	1560339	Enterobacter	0
S	1560345	Sphingomonas	0
S	1561	Clostridium	0
S	1561003	bacterium	0
S	1561022	Streptomyces	0
S	1561023	Curtobacterium	0
S	1561924	Kangiella	0
S	1562970	Fermentimonas	0
S	1563	Desulfosporosinus	0
S	1564	Desulfotomaculum	0
S	1564114	Rhodococcus	0
S	1564506	Rhodovulum	0
S	1564681	Carnobacterium	0
S	1565	Desulfotomaculum	0
S	1565991	Bacillus	0
S	1566358	Paenibacillus	0
S	156976	Corynebacterium	0
S	156978	Corynebacterium	0
S	1570	Halobacillus	0
S	1571	Sporosarcina	0
S	1571470	Rhizobium	0
S	1575	Leifsonia	0
S	157673	[Mannheimia]	0
S	1577685	Acidilobus	0
S	157779	Kushneria	0
S	1577791	Candidatus	0
S	157782	Pseudomonas	0
S	157783	Pseudomonas	0
S	1578165	Mycobacteroides	0
S	1579	Lactobacillus	0
S	157924	Streptococcus	0
S	1579316	Halocynthiibacter	0
S	1579979	Wenzhouxiangella	0
S	158	Treponema	0
S	1580	Lactobacillus	0
S	1580092	Candidatus	0
S	1580596	Phaeobacter	0
S	158080	Chromohalobacter	0
S	1581	Lactobacillus	0
S	1581011	Sulfurospirillum	0
S	1581038	Bacillus	0
S	1581680	Candidatus	0
S	1582	Lactobacillus	0
S	1583098	Fusobacterium	0
S	1583100	Myroides	0
S	158327	Hahella	0
S	1584	Lactobacillus	0
S	158500	Novosphingobium	0
S	1586287	Lentzea	0
S	1587	Lactobacillus	0
S	158787	Bifidobacterium	0
S	158822	Cedecea	0
S	158836	Enterobacter	0
S	158841	Leminorella	0
S	158847	Megamonas	0
S	158899	Collimonas	0
S	1589	Lactobacillus	0
S	159	Brachyspira	0
S	1590	Lactobacillus	0
S	1591088	Helicobacter	0
S	159346	Roseibacterium	0
S	1593482	Massilia	0
S	1596	Lactobacillus	0
S	159743	Paenibacillus	0
S	1598	Lactobacillus	0
S	1599	Lactobacillus	0
S	1600	Lactobacillus	0
S	1601	Lactobacillus	0
S	1602	Lactobacillus	0
S	160233	Ignicoccus	0
S	1603	Lactobacillus	0
S	1603555	Candidatus	0
S	1603606	Desulfuromonas	0
S	160386	Corynebacterium	0
S	1604	Lactobacillus	0
S	1604004	Halanaeroarchaeum	0
S	160453	Enterococcus	0
S	1605721	Pandoravirus	0
S	1605891	Lysobacter	0
S	160660	Acidihalobacter	0
S	160791	Sphingomonas	0
S	160799	Paenibacillus	0
S	160808	Acidithiobacillus	0
S	1608473	Acinetobacter	0
S	1608628	Candidatus	0
S	1608957	Euzebya	0
S	1609758	Novosphingobium	0
S	1609966	Confluentimicrobium	0
S	1609968	Methanobrevibacter	0
S	1609977	Sphingomonas	0
S	1610	Lactobacillus	0
S	1610493	Tessaracoccus	0
S	161154	Thermanaeromonas	0
S	1612	Lactobacillus	0
S	1612173	Niveispirillum	0
S	1613	Lactobacillus	0
S	161360	Planococcus	0
S	161398	Pseudoalteromonas	0
S	161493	Anaeromyxobacter	0
S	1615909	Geminocystis	0
S	1616117	Streptomyces	0
S	1616788	Paenibacillus	0
S	1617448	Geminocystis	0
S	1618207	Psychromicrobium	0
S	161879	Corynebacterium	0
S	161895	Corynebacterium	0
S	161896	Corynebacterium	0
S	161899	Corynebacterium	0
S	1619308	Cnuibacter	0
S	1619311	Paenibacillus	0
S	1619313	Erwinia	0
S	1620215	Sulfuricaulis	0
S	1620392	Spongiibacter	0
S	1620421	Hoeflea	0
S	1621989	Candidatus	0
S	1622	Lactobacillus	0
S	162209	Paenibacillus	0
S	1622118	Lutibacter	0
S	1624	Lactobacillus	0
S	162426	Microbacterium	0
S	1625	Lactobacillus	0
S	1628086	Pseudomonas	0
S	1629	Weissella	0
S	163011	Pseudomonas	0
S	1630135	Dermabacter	0
S	1630141	Candidatus	0
S	1630693	Gemmata	0
S	1631871	Weissella	0
S	1632864	Planctomyces	0
S	1634516	Citromicrobium	0
S	1636152	Planctomyces	0
S	1636603	Acinetobacter	0
S	1636610	Pseudomonas	0
S	1637853	Burkholderia	0
S	1637862	Burkholderia	0
S	1637869	Burkholderia	0
S	1637999	Verrucomicrobia	0
S	1638	Listeria	0
S	163877	Virgibacillus	0
S	1639	Listeria	0
S	1639108	Chania	0
S	1639348	Magnetospirillum	0
S	1640	Listeria	0
S	1641402	Pseudonocardia	0
S	1642	Listeria	0
S	1642299	Streptomyces	0
S	1642646	Petrimonas	0
S	1642647	Proteiniphilum	0
S	1643	Listeria	0
S	1643450	Devosia	0
S	164348	Streptomyces	0
S	164393	Lactobacillus	0
S	1644130	Maribacter	0
S	1644131	Janthinobacterium	0
S	164514	Blattabacterium	0
S	164546	Cupriavidus	0
S	1646	Renibacterium	0
S	1646498	Acinetobacter	0
S	1647413	Anabaena	0
S	164757	Mycobacterium	0
S	1648	Erysipelothrix	0
S	1648404	Erythrobacter	0
S	1648923	Bacillus	0
S	1649184	Streptomyces	0
S	1650658	Actinobacteria	0
S	165096	Weissella	0
S	1652545	Arthrobacter	0
S	1653476	Caldimicrobium	0
S	1653478	Rhodococcus	0
S	1653479	Rhodococcus	0
S	1653480	Alloactinosynnema	0
S	1653831	Blattabacterium	0
S	1655645	Parabacteroides	0
S	165694	Bartonella	0
S	1658665	Mitsuaria	0
S	1658671	Arsenicicoccus	0
S	1658672	Ottowia	0
S	1659194	Pseudomonas	0
S	1660064	Campylobacter	0
S	1660073	Campylobacter	0
S	1660074	Campylobacter	0
S	1660076	Campylobacter	0
S	1661	Trueperella	0
S	1661694	Streptomyces	0
S	1662285	Methylophilus	0
S	166314	Synechococcus	0
S	1663591	Magnetospirillum	0
S	1664069	Bacillus	0
S	166501	Thermobaculum	0
S	1666906	Halomonas	0
S	1667322	Pseudoalteromonas	0
S	166935	Pseudoalteromonas	0
S	167	Treponema	0
S	1670800	Mesorhizobium	0
S	1671721	Marinobacter	0
S	1673076	Sphingobium	0
S	1673428	Cuniculiplasma	0
S	1674922	Labrenzia	0
S	1675036	Megasphaera	0
S	1675686	Sulfurifustis	0
S	167642	Ilyobacter	0
S	1677857	Hungateiclostridium	0
S	1678028	Massilia	0
S	1678128	Limnohabitans	0
S	1678129	Limnohabitans	0
S	1678678	Burkholderia	0
S	1679001	Pasteurellaceae	0
S	1679096	Haloarculaceae	0
S	1679444	Akkermansia	0
S	167964	Anaerolinea	0
S	1679721	Herbinix	0
S	168169	Candidatus	0
S	1682113	Mycobacterium	0
S	1684	Bifidobacterium	0
S	168471	Laribacter	0
S	1685010	Chryseobacterium	0
S	1686310	Bartonella	0
S	168695	Salinispora	0
S	168697	Salinispora	0
S	1687	Bifidobacterium	0
S	1689	Bifidobacterium	0
S	1690221	Streptomyces	0
S	1690815	Pseudonocardia	0
S	1691	Bifidobacterium	0
S	1692238	Enterobacter	0
S	169283	Geobacillus	0
S	169292	Corynebacterium	0
S	1694	Bifidobacterium	0
S	169402	Wolbachia	0
S	169427	Paraburkholderia	0
S	169430	Paraburkholderia	0
S	1695218	Paenibacillus	0
S	1696072	Microbacterium	0
S	169679	Clostridium	0
S	1697	Corynebacterium	0
S	1697043	Bordetella	0
S	1697053	Oblitimonas	0
S	169760	Paenibacillus	0
S	1699621	Psychrobacter	0
S	1699622	Psychrobacter	0
S	1699623	Psychrobacter	0
S	1699624	Psychrobacter	0
S	1702043	Kocuria	0
S	1702170	Citrobacter	0
S	1702238	Clostridium	0
S	1702287	Negativicoccus	0
S	1702325	Chelatococcus	0
S	1703	Brevibacterium	0
S	1703250	Citrobacter	0
S	1704044	Arthrobacter	0
S	1704307	Candidatus	0
S	1704499	Methylovulum	0
S	1705	Corynebacterium	0
S	1705310	Burkholderia	0
S	1705394	Candidatus	0
S	1705566	Bacillus	0
S	1705617	Capnocytophaga	0
S	170573	Staphylococcus	0
S	1707785	Massilia	0
S	1708	Cellulomonas	0
S	170861	Methanosarcina	0
S	1710	Cellulosimicrobium	0
S	1711	Cellulomonas	0
S	171279	Mycoplasma	0
S	171284	Mycoplasma	0
S	1714272	Thermus	0
S	171437	Tistrella	0
S	1714373	Microbacterium	0
S	1714845	Alteromonas	0
S	1714848	Aquimarina	0
S	1714849	Aquimarina	0
S	1714860	Aquimarina	0
S	1715989	Candidatus	0
S	1716143	Pseudodesulfovibrio	0
S	171632	Mycoplasma	0
S	171695	Thermodesulfatator	0
S	1717	Corynebacterium	0
S	1717717	Marinifilaceae	0
S	1718	Corynebacterium	0
S	1719	Corynebacterium	0
S	172	Leptospira	0
S	172045	Elizabethkingia	0
S	172049	Thermococcus	0
S	1721	Corynebacterium	0
S	1721091	Chryseobacterium	0
S	1723645	Rhodococcus	0
S	1724	Corynebacterium	0
S	1725232	Candidatus	0
S	1725411	Streptomyces	0
S	1727	Corynebacterium	0
S	172713	Paenibacillus	0
S	1727163	Algoriphagus	0
S	1727164	Pedobacter	0
S	1727196	Methylomonas	0
S	1727214	Rhodococcus	0
S	1729720	Salegentibacter	0
S	173	Leptospira	0
S	1731	Peptoclostridium	0
S	173480	Gemmatimonas	0
S	1736046	Streptomyces	0
S	1736674	Algibacter	0
S	1736675	Devosia	0
S	1736691	Aeromicrobium	0
S	1737359	Gordonia	0
S	1737425	Corynebacterium	0
S	1737490	Agarilytica	0
S	174	Leptospira	0
S	1740163	Burkholderia	0
S	1741	Thermodesulfobacterium	0
S	1743168	Polynucleobacter	0
S	1744	Propionibacterium	0
S	1746199	Bordetella	0
S	174633	Candidatus	0
S	1747	Cutibacterium	0
S	1748	Acidipropionibacterium	0
S	1749074	Mycoplasma	0
S	1749259	Marinobacter	0
S	1750	Pseudopropionibacterium	0
S	1750719	Kurthia	0
S	1751286	Nostoc	0
S	1751294	Streptomyces	0
S	1752063	Fischerella	0
S	1752064	Leptolyngbya	0
S	1755811	Paraphotobacterium	0
S	1756149	Elizabethkingia	0
S	1756150	Elizabethkingia	0
S	1756988	Nitratireductor	0
S	1756993	Phytobacter	0
S	1758178	Celeribacter	0
S	1758189	Acinetobacter	0
S	1758194	Achromobacter	0
S	1758196	Serratia	0
S	1758689	Serinicoccus	0
S	1759059	Caulobacteraceae	0
S	1759437	Serratia	0
S	1761016	Paraburkholderia	0
S	176102	Pseudoalteromonas	0
S	1761789	Halomonas	0
S	1761794	Marinobacter	0
S	1763363	cyanobacterium	0
S	1763534	Flavobacterium	0
S	1763535	Hydrogenophaga	0
S	1763536	Thalassotalea	0
S	1763538	Paenibacillus	0
S	1764	Mycobacterium	0
S	1765967	Acidihalobacter	0
S	1766	Mycolicibacterium	0
S	1767	Mycobacterium	0
S	1768	Mycobacterium	0
S	1768108	Deinococcus	0
S	1768242	Paucibacter	0
S	1769	Mycobacterium	0
S	1769779	Microbulbifer	0
S	1771	Mycolicibacterium	0
S	1771309	Salinicola	0
S	1772	Mycolicibacterium	0
S	1773	Mycobacterium	0
S	1774	Mycobacteroides	0
S	1774273	Polaribacter	0
S	1778262	Candidatus	0
S	1778263	Candidatus	0
S	1778540	Dickeya	0
S	1778675	Chromobacterium	0
S	1779382	Rhodothermaceae	0
S	178339	Actinomyces	0
S	1783515	Streptomyces	0
S	178399	Marinomonas	0
S	1784	Mycobacterium	0
S	1784713	Flavobacterium	0
S	1784714	Arcticibacterium	0
S	1785128	Acinetobacter	0
S	1785995	Gemella	0
S	1785996	Leptotrichia	0
S	178606	Leptospirillum	0
S	1788	Mycolicibacter	0
S	1788301	Pseudomonas	0
S	178899	Carboxydocella	0
S	1789762	Methanosphaera	0
S	1790137	Wenyingzhuangia	0
S	1791	Mycolicibacterium	0
S	1792307	Bosea	0
S	1792508	Yangia	0
S	1794699	Thermodesulfobium	0
S	1795	Mycolicibacterium	0
S	1795043	Burkholderia	0
S	1795053	Microbacterium	0
S	1795355	Echinicola	0
S	1795630	Frondihabitans	0
S	1795631	Variovorax	0
S	179636	Alicycliphilus	0
S	1796606	Cupriavidus	0
S	1796616	Blautia	0
S	1796921	Ereboglobus	0
S	1797	Mycolicibacterium	0
S	1798085	Piscine	0
S	1798193	Erythrobacter	0
S	1798205	Cohaesibacter	0
S	1798223	Leifsonia	0
S	1798224	Jiangella	0
S	1798225	Formosa	0
S	179879	Burkholderia	0
S	180	Leptospirillum	0
S	1800	Mycolicibacterium	0
S	180282	Delftia	0
S	1802984	Candidatus	0
S	1803846	Flavivirga	0
S	1804	Mycolicibacterium	0
S	1804984	Burkholderia	0
S	1804986	Amycolatopsis	0
S	1805478	Olsenella	0
S	1805827	Rhodococcus	0
S	1805933	Rahnella	0
S	1806508	Candidatus	0
S	1806885	Sphingorhabdus	0
S	1806891	Chlamydia	0
S	1806905	Arthrobacter	0
S	1807358	Stanieria	0
S	1808001	Acinetobacter	0
S	1809	Mycobacterium	0
S	1809410	Herminiimonas	0
S	1810	Mycolicibacterium	0
S	1810504	Immundisolibacter	0
S	1811193	Streptococcus	0
S	1812480	Streptomyces	0
S	1812935	Enterobacter	0
S	1813019	Campylobacter	0
S	1814	Amycolatopsis	0
S	1814128	Streptococcus	0
S	1816218	Colwellia	0
S	181663	Desulfococcus	0
S	1821621	Marinobacterium	0
S	1821723	Mycobacterium	0
S	1821960	Edwardsiella	0
S	182210	Pseudodesulfovibrio	0
S	182337	Erwinia	0
S	1823759	Desulfuromonas	0
S	1825069	Streptococcus	0
S	1825976	Neorhizobium	0
S	182640	Kribbella	0
S	182710	Oceanobacillus	0
S	1827144	Synechococcus	0
S	1827300	Pseudomonas	0
S	1827305	Stenotrophomonas	0
S	1827469	Brevundimonas	0
S	1827481	Enterobacter	0
S	1827580	Streptomyces	0
S	182773	Clostridium	0
S	1828	Rhodococcus	0
S	1829	Rhodococcus	0
S	1830	Rhodococcus	0
S	1833	Rhodococcus	0
S	1833852	Desulfotomaculum	0
S	1834205	Burkholderiales	0
S	1834207	Erysipelotrichaceae	0
S	1834519	Fibrella	0
S	1835254	Polynucleobacter	0
S	1835721	secondary	0
S	1836	Saccharopolyspora	0
S	1836467	Maribacter	0
S	1837283	Streptomyces	0
S	183795	Pseudomonas	0
S	1838286	Lacunisphaera	0
S	1839752	Bradyrhizobium	0
S	1839799	Streptococcus	0
S	1839801	Dehalogenimonas	0
S	184064	Thermodesulfobium	0
S	1841249	Streptomyces	0
S	1841863	Gordonibacter	0
S	1842532	Pelobacter	0
S	1842533	Acidovorax	0
S	1842534	Sinorhizobium	0
S	1842536	Agrobacterium	0
S	1842537	Hydrogenophaga	0
S	1842539	Bosea	0
S	1842540	Methyloversatilis	0
