rank_code	ncbi_id	name	mean_percent
			1.4633944808423
NA	NA	NA	0.970873786407767
U	0	unclassified	0.00019461053329576
R	1	root	0.000113568534265563
R1	131567	cellular	0.000113559870345453
D	2	Bacteria	0.000113440931926513
D1	1783272	Terrabacteria	9.57837114306482e-05
P	1239	Firmicutes	8.21378045169389e-05
C	186801	Clostridia	7.28395706147886e-05
O	186802	Clostridiales	7.28087527080324e-05
F	186803	Lachnospiraceae	3.57737625114136e-05
F	541000	Ruminococcaceae	2.59680867254945e-05
F1	186928	unclassified	2.56019339457788e-05
G	216851	Faecalibacterium	2.52951209126513e-05
S	853	Faecalibacterium	2.52951209126513e-05
S	39491	[Eubacterium]	2.33366112669871e-05
S1	515619	[Eubacterium]	2.33366112669871e-05
20455			2.15725347292926e-05
D1	1783270	FCB	1.50336796005308e-05
D2	68336	Bacteroidetes/Chlorobi	1.50315117484585e-05
P	976	Bacteroidetes	1.50293463924459e-05
C	200643	Bacteroidia	1.48930726451071e-05
O	171549	Bacteroidales	1.48930726451071e-05
P	201174	Actinobacteria	1.33220774157187e-05
F	815	Bacteroidaceae	1.26905212286227e-05
G	816	Bacteroides	1.26905212286227e-05
C	1760	Actinobacteria	7.85885577382259e-06
F	31953	Bifidobacteriaceae	7.65396469477167e-06
G	1678	Bifidobacterium	7.65396469477167e-06
O	85004	Bifidobacteriales	7.65396469477167e-06
C	84998	Coriobacteriia	5.46322164189614e-06
S	357276	Bacteroides	5.24316307034135e-06
S1	997877	Bacteroides	5.24316307034135e-06
C	526524	Erysipelotrichia	5.20173747046096e-06
F	128827	Erysipelotrichaceae	5.20173747046096e-06
O	526525	Erysipelotrichales	5.20173747046096e-06
G	841	Roseburia	5.17842596150462e-06
S	301301	Roseburia	5.17842596150462e-06
S1	585394	Roseburia	5.17842596150462e-06
S	1680	Bifidobacterium	4.68298299080499e-06
O	84999	Coriobacteriales	4.64367479811007e-06
F	84107	Coriobacteriaceae	4.55771964193915e-06
G	102106	Collinsella	4.53123494326789e-06
S	74426	Collinsella	4.53123494326789e-06
F1	433334	unclassified	4.48160090454656e-06
F2	544447	unclassified	4.48160090454656e-06
S	2109692	Erysipelotrichaceae	4.48160090454656e-06
F	31979	Clostridiaceae	2.59439388369976e-06
F	186806	Eubacteriaceae	2.55377161591926e-06
G	1730	Eubacterium	2.55377161591926e-06
C	91061	Bacilli	2.36376455239895e-06
O	186826	Lactobacillales	2.20317645452081e-06
G	207244	Anaerostipes	2.17148908734836e-06
S	649756	Anaerostipes	2.17148908734836e-06
P	1224	Proteobacteria	1.99086825332966e-06
S	39488	[Eubacterium]	1.98171895802905e-06
G	1485	Clostridium	1.9592415736322e-06
S	216816	Bifidobacterium	1.79846236916516e-06
F	1300	Streptococcaceae	1.72960061507308e-06
S	1509	Clostridium	1.69271218500936e-06
S	28116	Bacteroides	1.58289247655424e-06
G	1301	Streptococcus	1.53417072228502e-06
C	1236	Gammaproteobacteria	1.51295421367774e-06
O	91347	Enterobacterales	1.35886467989708e-06
S	821	Bacteroides	1.28930698306493e-06
F	543	Enterobacteriaceae	1.28856744233439e-06
S	2109690	Lachnospiraceae	1.28399078537929e-06
S	818	Bacteroides	1.2211904608059e-06
F	186804	Peptostreptococcaceae	1.21003689648267e-06
G	1870884	Clostridioides	1.21003689648267e-06
S	1496	Clostridioides	1.21003689648267e-06
S	1308	Streptococcus	1.18483491412622e-06
G	1506553	Lachnoclostridium	1.03265133762025e-06
G	572511	Blautia	9.33364772726716e-07
S	2109691	Lachnospiraceae	8.88878173144005e-07
O1	186813	unclassified	8.57169239972867e-07
F	1643826	Eggerthellaceae	8.17381487773464e-07
O	1643822	Eggerthellales	8.17381487773464e-07
F	171550	Rikenellaceae	7.88731433089596e-07
G	239759	Alistipes	7.88731433089596e-07
O2	39779	unclassified	7.09578270289682e-07
S	2109688	Clostridiales	7.09578270289682e-07
G	1981033	Mordavella	6.35152310067554e-07
S	2086584	Mordavella	6.35152310067554e-07
G	447020	Adlercreutzia	5.97320436336008e-07
S	446660	Adlercreutzia	5.97320436336008e-07
S1	1384484	Adlercreutzia	5.97320436336008e-07
G	1573534	Faecalitalea	5.96864938889872e-07
S	39483	Faecalitalea	5.96864938889872e-07
S1	717960	Faecalitalea	5.96864938889872e-07
F	216572	Oscillospiraceae	5.91077876378552e-07
G	459786	Oscillibacter	5.91077876378552e-07
S	2109687	Oscillibacter	5.62427821694685e-07
F	2005525	Tannerellaceae	5.56860220966746e-07
S1	435590	Bacteroides	5.45268623526498e-07
S	817	Bacteroides	5.44407549827392e-07
S	1796613	Bacteroides	5.34741179155914e-07
G	375288	Parabacteroides	5.30375522295485e-07
S	246787	Bacteroides	5.13092611149167e-07
S	1322	Blautia	5.02404520422217e-07
S1	537007	Blautia	5.02404520422217e-07
G	561	Escherichia	4.9137216492897e-07
S	39485	[Eubacterium]	4.77428589489887e-07
S1	515620	[Eubacterium]	4.77428589489887e-07
S	562	Escherichia	4.63222536765087e-07
G	946234	Flavonifractor	4.43755391133681e-07
S	292800	Flavonifractor	4.43755391133681e-07
S	47678	Bacteroides	4.21770945077848e-07
S	328814	Alistipes	4.21094388326906e-07
S1	717959	Alistipes	4.21094388326906e-07
S1	367928	Bifidobacterium	3.9727048006892e-07
S	208479	[Clostridium]	3.74150585218117e-07
S1	226186	Bacteroides	3.17872894889042e-07
S	214856	Alistipes	3.06003727310083e-07
S1	679935	Alistipes	3.06003727310083e-07
S	28026	Bifidobacterium	3.01663031046238e-07
S1	547043	Bifidobacterium	3.01663031046238e-07
F	81852	Enterococcaceae	2.77849107026885e-07
G	1350	Enterococcus	2.77849107026885e-07
S	1871021	Lachnoclostridium	2.35708985807052e-07
S	1912897	Blautia	2.28722475487881e-07
G	1357	Lactococcus	1.93262040715797e-07
S	1352	Enterococcus	1.91893950855965e-07
S	1686	Bifidobacterium	1.897260987837e-07
S1	566552	Bifidobacterium	1.897260987837e-07
S	1358	Lactococcus	1.88928832630926e-07
S	2025876	Parabacteroides	1.84902448417477e-07
S	290053	Bacteroides	1.79630788784092e-07
S1	693979	Bacteroides	1.79630788784092e-07
F	1853231	Odoribacteraceae	1.76233536188077e-07
G	283168	Odoribacter	1.76233536188077e-07
S	28118	Odoribacter	1.76233536188077e-07
G	1263	Ruminococcus	1.71907816282181e-07
S	1042156	Clostridium	1.71907816282181e-07
S1	499175	Clostridioides	1.69742460269575e-07
S1	1679	Bifidobacterium	1.67569616077993e-07
O	1385	Bacillales	1.60588097878139e-07
S	1834196	Lachnoclostridium	1.58430230044507e-07
C	28211	Alphaproteobacteria	1.4542311761092e-07
S	84030	[Clostridium]	1.36756701441178e-07
S1	610130	[Clostridium]	1.36756701441178e-07
S	823	Parabacteroides	1.29760206883373e-07
S1	435591	Parabacteroides	1.29760206883373e-07
P1	68525	delta/epsilon	1.23266634905213e-07
S	630129	Bifidobacterium	1.21108767071581e-07
S	28113	Bacteroides	1.16300093063308e-07
D1	1783257	PVC	1.15266791247779e-07
P	74201	Verrucomicrobia	1.13098939175514e-07
S1	272559	Bacteroides	1.06692729285394e-07
G	84111	Eggerthella	9.89572764851907e-08
S	84112	Eggerthella	9.89572764851907e-08
C	909932	Negativicutes	9.67844322936095e-08
C	28216	Betaproteobacteria	9.24537202683969e-08
S1	1360	Lactococcus	9.09624249470733e-08
G	1392389	Intestinimonas	9.02883642557905e-08
S	1297617	Intestinimonas	9.02883642557905e-08
S	28119	Bacteroides	8.98178904517046e-08
C	40674	Mammalia	8.81205121835259e-08
C1	32525	Theria	8.81205121835259e-08
C2	9347	Eutheria	8.81205121835259e-08
C3	1437010	Boreoeutheria	8.81205121835259e-08
C4	314146	Euarchontoglires	8.81205121835259e-08
D	2759	Eukaryota	8.81205121835259e-08
D1	33154	Opisthokonta	8.81205121835259e-08
F	9604	Hominidae	8.81205121835259e-08
F1	207598	Homininae	8.81205121835259e-08
G	9605	Homo	8.81205121835259e-08
K	33208	Metazoa	8.81205121835259e-08
K1	6072	Eumetazoa	8.81205121835259e-08
K2	33213	Bilateria	8.81205121835259e-08
K3	33511	Deuterostomia	8.81205121835259e-08
O	80840	Burkholderiales	8.81205121835259e-08
O	9443	Primates	8.81205121835259e-08
O1	376913	Haplorrhini	8.81205121835259e-08
O2	314293	Simiiformes	8.81205121835259e-08
O3	9526	Catarrhini	8.81205121835259e-08
O4	314295	Hominoidea	8.81205121835259e-08
P	7711	Chordata	8.81205121835259e-08
P1	89593	Craniata	8.81205121835259e-08
P2	7742	Vertebrata	8.81205121835259e-08
P3	7776	Gnathostomata	8.81205121835259e-08
P4	117570	Teleostomi	8.81205121835259e-08
P5	117571	Euteleostomi	8.81205121835259e-08
P6	8287	Sarcopterygii	8.81205121835259e-08
P7	1338369	Dipnotetrapodomorpha	8.81205121835259e-08
P8	32523	Tetrapoda	8.81205121835259e-08
P9	32524	Amniota	8.81205121835259e-08
S	1160721	Ruminococcus	8.81205121835259e-08
S	9606	Homo	8.81205121835259e-08
C	203494	Verrucomicrobiae	8.66142405042526e-08
F	1647988	Akkermansiaceae	8.66142405042526e-08
G	239934	Akkermansia	8.66142405042526e-08
O	48461	Verrucomicrobiales	8.66142405042526e-08
S	239935	Akkermansia	8.66142405042526e-08
F	1643824	Atopobiaceae	8.59551561709196e-08
S1	1150460	Bifidobacterium	8.59551561709196e-08
S	1685	Bifidobacterium	8.59526601112613e-08
G	644652	Gordonibacter	8.3787304098655e-08
F	33958	Lactobacillaceae	7.24625935752961e-08
G	1578	Lactobacillus	7.24625935752961e-08
G	830	Butyrivibrio	6.81343776097418e-08
F	186817	Bacillaceae	6.38011695248709e-08
C	29547	Epsilonproteobacteria	6.37986734652126e-08
F	72294	Campylobacteraceae	6.37986734652126e-08
O	213849	Campylobacterales	6.37986734652126e-08
C	28221	Deltaproteobacteria	6.16358135122646e-08
F	186822	Paenibacillaceae	6.16358135122646e-08
S	376805	Bacteroides	6.16358135122646e-08
S1	667015	Bacteroides	6.16358135122646e-08
G	194	Campylobacter	6.16333174526063e-08
F	81850	Leuconostocaceae	6.1630821392948e-08
G	1243	Leuconostoc	6.1630821392948e-08
S1	1359	Lactococcus	6.11328909326207e-08
F	171552	Prevotellaceae	5.94704574996583e-08
F	990719	Christensenellaceae	5.94704574996583e-08
G	838	Prevotella	5.94704574996583e-08
G	990721	Christensenella	5.94704574996583e-08
S	1805714	Christensenella	5.94704574996583e-08
S	29322	[Eubacterium]	5.94704574996583e-08
S1	633697	[Eubacterium]	5.94704574996583e-08
G	44249	Paenibacillus	5.946796144e-08
O	356	Rhizobiales	5.73026054273936e-08
G	133925	Olsenella	5.5134753355129e-08
S	471189	Gordonibacter	5.5134753355129e-08
S1	1682	Bifidobacterium	5.5134753355129e-08
S1	657308	Gordonibacter	5.5134753355129e-08
S	1161942	Ruminococcus	5.29693973425227e-08
S	44008	Enterococcus	5.29693973425227e-08
S1	213810	Ruminococcus	5.29693973425227e-08
S	1304	Streptococcus	5.24789550611703e-08
S1	862962	Bacteroides	5.03235832871972e-08
F	31977	Veillonellaceae	3.94818268662158e-08
O	1843489	Veillonellales	3.94818268662158e-08
C	117743	Flavobacteriia	3.73164708536095e-08
F	49546	Flavobacteriaceae	3.73164708536095e-08
O	200644	Flavobacteriales	3.73164708536095e-08
S1	1447716	Bifidobacterium	3.51536109006615e-08
F	2005519	Barnesiellaceae	3.51511148410032e-08
G	1386	Bacillus	3.51511148410032e-08
G	397864	Barnesiella	3.51511148410032e-08
S	397865	Barnesiella	3.51511148410032e-08
S1	295405	Bacteroides	3.51511148410032e-08
S1	880074	Barnesiella	3.51511148410032e-08
S1	349741	Akkermansia	3.4645696201701e-08
S	1736	Eubacterium	3.29857588283969e-08
S1	479437	Eggerthella	3.29857588283969e-08
S	1623	Lactobacillus	3.29832627687386e-08
S	66219	Lachnoclostridium	3.29832627687386e-08
S1	1069534	Lactobacillus	3.29832627687386e-08
S1	357809	Lachnoclostridium	3.29832627687386e-08
S	1245	Leuconostoc	3.29807667090803e-08
C	768503	Cytophagia	3.08179067561323e-08
D	2157	Archaea	3.08179067561323e-08
F	135621	Pseudomonadaceae	3.08179067561323e-08
F	186807	Peptococcaceae	3.08179067561323e-08
F	194924	Desulfovibrionaceae	3.08179067561323e-08
F	712	Pasteurellaceae	3.08179067561323e-08
G	191303	Turicibacter	3.08179067561323e-08
G	2039302	Monoglobus	3.08179067561323e-08
G	286	Pseudomonas	3.08179067561323e-08
O	135622	Alteromonadales	3.08179067561323e-08
O	135625	Pasteurellales	3.08179067561323e-08
O	213115	Desulfovibrionales	3.08179067561323e-08
O	72274	Pseudomonadales	3.08179067561323e-08
O	768507	Cytophagales	3.08179067561323e-08
O	85006	Micrococcales	3.08179067561323e-08
O	85007	Corynebacteriales	3.08179067561323e-08
O1	538999	Clostridiales	3.08179067561323e-08
S	1712675	Turicibacter	3.08179067561323e-08
S	185008	Butyrivibrio	3.08179067561323e-08
S	1981510	Monoglobus	3.08179067561323e-08
S	29370	[Clostridium]	3.08179067561323e-08
S	831	Butyrivibrio	3.08179067561323e-08
S1	1297793	[Clostridium]	3.08179067561323e-08
S	197	Campylobacter	3.0815410696474e-08
D2	1798711	Cyanobacteria/Melainabacteria	2.8652550743526e-08
F	2062	Streptomycetaceae	2.8652550743526e-08
F	2304686	Hungateiclostridiaceae	2.8652550743526e-08
G	1935188	Libanicoccus	2.8652550743526e-08
O	85011	Streptomycetales	2.8652550743526e-08
O	909929	Selenomonadales	2.8652550743526e-08
P	1117	Cyanobacteria	2.8652550743526e-08
S	1759399	Streptococcus	2.8652550743526e-08
S	1871022	Libanicoccus	2.8652550743526e-08
G	28250	Ornithobacterium	2.86500546838677e-08
G	39948	Dialister	2.86500546838677e-08
G	872	Desulfovibrio	2.86500546838677e-08
G	906	Megasphaera	2.86500546838677e-08
O	204455	Rhodobacterales	2.86500546838677e-08
S	150055	Streptococcus	2.86500546838677e-08
S	195	Campylobacter	2.86500546838677e-08
S	28251	Ornithobacterium	2.86500546838677e-08
S1	32022	Campylobacter	2.86500546838677e-08
S2	478547	Campylobacter	2.86500546838677e-08
C	1737404	Tissierellia	2.64846986712614e-08
C	31969	Mollicutes	2.64846986712614e-08
F	119060	Burkholderiaceae	2.64846986712614e-08
F	1570339	Peptoniphilaceae	2.64846986712614e-08
F	1653	Corynebacteriaceae	2.64846986712614e-08
F	1843491	Selenomonadaceae	2.64846986712614e-08
F	31957	Propionibacteriaceae	2.64846986712614e-08
F	31989	Rhodobacteraceae	2.64846986712614e-08
F	80864	Comamonadaceae	2.64846986712614e-08
F	82115	Rhizobiaceae	2.64846986712614e-08
F1	552397	unclassified	2.64846986712614e-08
F2	2305133	unclassified	2.64846986712614e-08
G	1164882	Lachnoanaerobaculum	2.64846986712614e-08
G	1637257	Mageeibacillus	2.64846986712614e-08
G	1716	Corynebacterium	2.64846986712614e-08
G	1883	Streptomyces	2.64846986712614e-08
G	253238	Ethanoligenens	2.64846986712614e-08
G	970	Selenomonas	2.64846986712614e-08
O	1737405	Tissierellales	2.64846986712614e-08
O	204441	Rhodospirillales	2.64846986712614e-08
O	68295	Thermoanaerobacterales	2.64846986712614e-08
O	85009	Propionibacteriales	2.64846986712614e-08
P	544448	Tenericutes	2.64846986712614e-08
S	113107	Streptococcus	2.64846986712614e-08
S	1252	Leuconostoc	2.64846986712614e-08
S	1311	Streptococcus	2.64846986712614e-08
S	1335613	Gordonibacter	2.64846986712614e-08
S	1572656	Ruminococcaceae	2.64846986712614e-08
S	1681	Bifidobacterium	2.64846986712614e-08
S	1683	Bifidobacterium	2.64846986712614e-08
S	2109685	Olsenella	2.64846986712614e-08
S	253239	Ethanoligenens	2.64846986712614e-08
S	28131	Prevotella	2.64846986712614e-08
S	351091	Oscillibacter	2.64846986712614e-08
S	617123	Lachnoanaerobaculum	2.64846986712614e-08
S	884684	Mageeibacillus	2.64846986712614e-08
S1	1229758	Leuconostoc	2.64846986712614e-08
S1	1415776	Streptococcus	2.64846986712614e-08
S1	479831	Clostridioides	2.64846986712614e-08
S1	518635	Bifidobacterium	2.64846986712614e-08
S1	663278	Ethanoligenens	2.64846986712614e-08
S1	693746	Oscillibacter	2.64846986712614e-08
S1	699246	Mageeibacillus	2.64846986712614e-08
S2	1300227	Bifidobacterium	2.64846986712614e-08
S2	391904	Bifidobacterium	2.64846986712614e-08
S	1318	Streptococcus	1.08317721823482e-08
S2	1399116	Lactococcus	1.08267800630316e-08
G	1981050	Phoenicibacter	8.66392011008356e-09
G	29465	Veillonella	8.66392011008356e-09
S	1944646	Phoenicibacter	8.66392011008356e-09
S	29466	Veillonella	8.66392011008356e-09
F	2049	Actinomycetaceae	6.49856409747724e-09
O	2037	Actinomycetales	6.49856409747724e-09
G1	655183	Lactobacillus	6.49606803781895e-09
F	543314	Clostridiales	4.33320808487093e-09
F	90964	Staphylococcaceae	4.33320808487093e-09
G	1654	Actinomyces	4.33320808487093e-09
G	1729679	Faecalibaculum	4.33320808487093e-09
G	2039240	Anaerotignum	4.33320808487093e-09
G	547	Enterobacter	4.33320808487093e-09
S	1702221	Faecalibaculum	4.33320808487093e-09
S	197614	Streptococcus	4.33320808487093e-09
S	28446	Anaerotignum	4.33320808487093e-09
S	43305	Butyrivibrio	4.33320808487093e-09
S1	1114965	Streptococcus	4.33320808487093e-09
S1	515622	Butyrivibrio	4.33320808487093e-09
S1	760570	Streptococcus	4.33320808487093e-09
S1	991789	Anaerotignum	4.33320808487093e-09
S2	1449093	Lactococcus	4.33071202521263e-09
F	171551	Porphyromonadaceae	2.16785207226461e-09
F	2005473	Muribaculaceae	2.16785207226461e-09
F	909930	Acidaminococcaceae	2.16785207226461e-09
G	1279	Staphylococcus	2.16785207226461e-09
G	1918540	Muribaculum	2.16785207226461e-09
G	195950	Tannerella	2.16785207226461e-09
G	904	Acidaminococcus	2.16785207226461e-09
G1	354276	Enterobacter	2.16785207226461e-09
O	1843488	Acidaminococcales	2.16785207226461e-09
P	28890	Euryarchaeota	2.16785207226461e-09
S	1305	Streptococcus	2.16785207226461e-09
S	1364	Lactococcus	2.16785207226461e-09
S	1796646	Muribaculum	2.16785207226461e-09
S	712710	Tannerella	2.16785207226461e-09
S2	1046624	Lactococcus	2.16785207226461e-09
G	544	Citrobacter	2.16535601260632e-09
G	590	Salmonella	2.16535601260632e-09
G	620	Shigella	2.16535601260632e-09
G	86331	Mogibacterium	2.16535601260632e-09
O	213118	Desulfobacterales	2.16535601260632e-09
S	1502	Clostridium	2.16535601260632e-09
S	151276	Bacteroides	2.16535601260632e-09
S	1597	Lactobacillus	2.16535601260632e-09
S	208962	Escherichia	2.16535601260632e-09
S	2161821	Dialister	2.16535601260632e-09
S	28037	Streptococcus	2.16535601260632e-09
S	28901	Salmonella	2.16535601260632e-09
S	622	Shigella	2.16535601260632e-09
S1	1048332	Streptococcus	2.16535601260632e-09
S1	1322347	Bifidobacterium	2.16535601260632e-09
S1	1401325	Ornithobacterium	2.16535601260632e-09
S1	33967	Leuconostoc	2.16535601260632e-09
S1	347253	Streptococcus	2.16535601260632e-09
S1	679937	Bacteroides	2.16535601260632e-09
S1	903814	Eubacterium	2.16535601260632e-09
S1	981540	Streptococcus	2.16535601260632e-09
S2	722911	Bifidobacterium	2.16535601260632e-09
C	1077257	Chthonomonadetes	0
C	117747	Sphingobacteriia	0
C	118001	Chrysiogenetes	0
C	1313211	Lentisphaeria	0
C	134549	Spartobacteria	0
C	1382928	Ardenticatenia	0
C	1497346	Thermoleophilia	0
C	1553900	Oligoflexia	0
C	1562566	Blastocatellia	0
C	1663419	Fimbriimonadia	0
C	1676648	Limnochordia	0
C	1807140	Acidithiobacillia	0
C	1813735	Acidobacteria	0
C	183924	Thermoprotei	0
C	183925	Methanobacteria	0
C	183939	Methanococci	0
C	183963	Halobacteria	0
C	183967	Thermoplasmata	0
C	183968	Thermococci	0
C	183980	Archaeoglobi	0
C	183988	Methanopyri	0
C	1853228	Chitinophagia	0
C	187857	Aquificae	0
C	188708	Thermotogae	0
C	188787	Deinococci	0
C	189775	Thermomicrobia	0
C	191410	Chlorobia	0
C	1921781	Kiritimatiellae	0
C	1937959	Saprospiria	0
C	1955630	Methylacidiphilae	0
C	1962850	Calditrichae	0
C	2008785	Hydrogenophilalia	0
C	203486	Dictyoglomia	0
C	203490	Fusobacteriia	0
C	203683	Planctomycetia	0
C	203692	Spirochaetia	0
C	203693	Nitrospira	0
C	204429	Chlamydiia	0
C	204430	Fibrobacteria	0
C	204432	Acidobacteriia	0
C	219685	Gemmatimonadetes	0
C	224756	Methanomicrobia	0
C	292625	Anaerolineae	0
C	301297	Dehalococcoidia	0
C	307596	Gloeobacteria	0
C	32061	Chloroflexia	0
C	332159	Solibacteres	0
C	414999	Opitutae	0
C	447830	Endomicrobia	0
C	475962	Caldilineae	0
C	580370	Zetaproteobacteria	0
C	641853	Elusimicrobia	0
C	649775	Synergistia	0
C	666505	Phycisphaerae	0
C	67799	Thermodesulfobacteria	0
C	68337	Deferribacteres	0
C	693071	Caldisericia	0
C	795747	Ignavibacteria	0
C	84992	Acidimicrobiia	0
C	84995	Rubrobacteria	0
C	908620	Nitriliruptoria	0
C1	118884	unclassified	0
C1	119066	unclassified	0
C1	1234666	unclassified	0
C1	1546154	unclassified	0
C1	1643688	Leptospirales	0
C1	1643818	Actinobacteria	0
C1	1737407	unclassified	0
C1	34035	unclassified	0
C1	45456	unclassified	0
C1	52018	unclassified	0
C1	82117	unclassified	0
C1	85000	Sphaerobacteridae	0
C2	198346	Candidatus	0
C2	32036	sulfur-oxidizing	0
C2	33809	unclassified	0
C2	33811	unclassified	0
C2	62654	SAR116	0
C2	78537	unclassified	0
D	10239	Viruses	0
D1	12333	unclassified	0
D1	1783275	TACK	0
D1	1922347	unclassified	0
D1	2323	unclassified	0
D1	29258	ssDNA	0
D1	29294	unclassified	0
D1	35237	dsDNA	0
D1	35325	dsRNA	0
D1	439488	ssRNA	0
D2	1783234	Bacteria	0
D2	1859062	unclassified	0
D2	1922348	unclassified	0
D2	1978007	crAss-like	0
D2	35278	ssRNA	0
D2	35301	ssRNA	0
D2	49928	unclassified	0
D2	51368	unclassified	0
D2	93506	unclassified	0
D3	1783273	Patescibacteria	0
D3	2315857	environmental	0
D3	95901	Candidatus	0
D4	1104668	unclassified	0
F	10240	Poxviridae	0
F	10292	Herpesviridae	0
F	10442	Baculoviridae	0
F	1046	Chromatiaceae	0
F	10508	Adenoviridae	0
F	1055686	Sandaracinaceae	0
F	10662	Myoviridae	0
F	10699	Siphoviridae	0
F	10744	Podoviridae	0
F	1077264	Chthonomonadaceae	0
F	10841	Microviridae	0
F	11006	Totiviridae	0
F	11050	Flaviviridae	0
F	1106	Chloroflexaceae	0
F	11118	Coronaviridae	0
F	11270	Rhabdoviridae	0
F	1127830	Candidatus	0
F	1129771	Leptotrichiaceae	0
F	114378	Thermofilaceae	0
F	1162	Nostocaceae	0
F	117942	Desulfurellaceae	0
F	1182	Scytonemataceae	0
F	1185	Rivulariaceae	0
F	118882	Brucellaceae	0
F	118883	Sulfolobaceae	0
F	119043	Rhodobiaceae	0
F	119045	Methylobacteriaceae	0
F	1191479	Magnetococcaceae	0
F	1198451	Methanoregulaceae	0
F	1202464	Dehalococcoidaceae	0
F	1213	Prochloraceae	0
F	1217100	Jiangellaceae	0
F	1240483	Orbaceae	0
F	125316	Beutenbergiaceae	0
F	126	Planctomycetaceae	0
F	1268	Micrococcaceae	0
F	1328881	Candidatus	0
F	1334117	Melioribacteraceae	0
F	134623	Opitutaceae	0
F	135616	Piscirickettsiaceae	0
F	135617	Thiotrichaceae	0
F	135620	Oceanospirillaceae	0
F	137	Spirochaetaceae	0
F	1382930	Ardenticatenaceae	0
F	143067	Methanosaetaceae	0
F	143786	Brachyspiraceae	0
F	145357	Dermacoccaceae	0
F	145360	Sanguibacteraceae	0
F	1471398	Prolixibacteraceae	0
F	1499392	Chromobacteriaceae	0
F	1501348	Amoebophilaceae	0
F	1508635	Roseiflexaceae	0
F	1524213	Vulgatibacteraceae	0
F	1524215	Anaeromyxobacteraceae	0
F	1573805	Marinifilaceae	0
F	1577788	Methanomassiliicoccaceae	0
F	1643685	Borreliaceae	0
F	1643948	Kosmotogaceae	0
F	1643950	Fervidobacteriaceae	0
F	1644056	Haloferacaceae	0
F	1644061	Natrialbaceae	0
F	1652132	Halobacteriovoraceae	0
F	1655514	Pelagibacteraceae	0
F	1663426	Fimbriimonadaceae	0
F	1676141	Wenzhouxiangellaceae	0
F	1676650	Limnochordaceae	0
F	1692041	Acidiferrobacteraceae	0
F	170	Leptospiraceae	0
F	1706371	Cellvibrionaceae	0
F	1706372	Halieaceae	0
F	1706373	Microbulbiferaceae	0
F	1706375	Spongiibacteraceae	0
F	1714267	Sphaerolipoviridae	0
F	1737406	Tissierellaceae	0
F	1738654	Woeseiaceae	0
F	1747776	Cuniculiplasmataceae	0
F	1755828	Ichthyobacteriaceae	0
F	1762	Mycobacteriaceae	0
F	1763524	Isosphaeraceae	0
F	1775411	Rhodanobacteraceae	0
F	1777752	Candidatus	0
F	1779135	Bradymonadaceae	0
F	1783343	Endomicrobiaceae	0
F	183710	Deinococcaceae	0
F	183713	Methanopyraceae	0
F	1843490	Sporomusaceae	0
F	1853230	Crocinitomicaceae	0
F	1853232	Hymenobacteraceae	0
F	1853234	Persicobacteraceae	0
F	186814	Thermoanaerobacteraceae	0
F	186818	Planococcaceae	0
F	186820	Listeriaceae	0
F	186821	Sporolactobacillaceae	0
F	186823	Alicyclobacillaceae	0
F	186824	Thermoactinomycetaceae	0
F	186827	Aerococcaceae	0
F	186828	Carnobacteriaceae	0
F	188709	Thermotogaceae	0
F	188711	Thermodesulfobacteriaceae	0
F	188786	Thermaceae	0
F	1890422	Gloeobacteraceae	0
F	1890426	Synechococcaceae	0
F	1890428	Merismopediaceae	0
F	1890429	Acaryochloridaceae	0
F	1890431	Chamaesiphonaceae	0
F	1890436	Pseudanabaenaceae	0
F	1890438	Leptolyngbyaceae	0
F	1890449	Microcystaceae	0
F	1890450	Aphanothecaceae	0
F	1890452	Cyanobacteriaceae	0
F	1890464	Chroococcaceae	0
F	1890498	Dermocarpellaceae	0
F	1890500	Hyellaceae	0
F	1890528	Chroococcidiopsidaceae	0
F	1892249	Cyanothecaceae	0
F	1892251	Coleofasciculaceae	0
F	1892252	Microcoleaceae	0
F	1892254	Oscillatoriaceae	0
F	1892255	Gomontiellaceae	0
F	1892259	Aphanizomenonaceae	0
F	1892263	Hapalosiphonaceae	0
F	189770	Chrysiogenaceae	0
F	189777	Thermomicrobiaceae	0
F	189779	Nitrospiraceae	0
F	1902584	Candidatus	0
F	1903409	Erwiniaceae	0
F	1903410	Pectobacteriaceae	0
F	1903411	Yersiniaceae	0
F	1903412	Hafniaceae	0
F	1903414	Morganellaceae	0
F	1903416	Budviciaceae	0
F	191033	Oleiphilaceae	0
F	191394	Deferribacteraceae	0
F	191412	Chlorobiaceae	0
F	1914233	Gemmataceae	0
F	1920240	Kangiellaceae	0
F	1921783	Kiritimatiellaceae	0
F	1934946	Immundisolibacteraceae	0
F	1937961	Haliscomenobacteraceae	0
F	1937968	Bernardetiaceae	0
F	1955043	Gloeomargaritaceae	0
F	196117	Methanocaldococcaceae	0
F	196137	Methanospirillaceae	0
F	1962854	Calditrichaceae	0
F	1963268	Haloarculaceae	0
F	1963271	Halorubraceae	0
F	1970190	Salinivirgaceae	0
F	1980416	Peribunyaviridae	0
F	2004	Streptosporangiaceae	0
F	2005520	Dysgonamonadaceae	0
F	2005523	Paludibacteraceae	0
F	200667	Flammeovirgaceae	0
F	2008790	Thiobacillaceae	0
F	2008793	Sterolibacteriaceae	0
F	2008794	Zoogloeaceae	0
F	2008795	Azonexaceae	0
F	2012	Thermomonosporaceae	0
